umap_1,umap_2,OmiqFilter
7.5463,1.7066,CD4/Tcm
-8.1215,2.8293,Non-Plasmablasts
4.1012,-6.6663,CD8/Tem
-10.485,-3.3154,Neutrophils
5.5065,8.6631,CD4/Tnaive/Tn
8.5145,6.2532,CD4/Tnaive/Tn-like
-9.813,-2.13,Neutrophils
-7.2144,7.1555,Non-Plasmablasts
5.3288,-8.2611,CD8/Tem
5.647,0.68353,CD4/Tem
-4.1861,-9.2529,NK cells
3.9363,-7.4751,CD8/Tem
-7.2088,6.562,Non-Plasmablasts
1.8823,-8.3489,CD8/Temra
-5.4319,7.5694,Non-Plasmablasts
-2.3446,0.34073,Plasmablasts
-3.3127,-5.4966,NK cells
4.1765,-11.968,CD8/Tcm
-2.9829,-9.2403,NK cells
-4.0753,-7.7412,NK cells
4.027,-6.7405,CD8/Tem
-5.5009,6.5193,Non-Plasmablasts
-5.133,-2.7569,Monocytes
-4.2031,-9.2303,NK cells
-7.0437,3.3714,Non-Plasmablasts
-8.0711,3.0168,Non-Plasmablasts
5.0653,-6.8891,CD8/Tcm
-1.387,0.76529,Plasmablasts
-10.948,-3.6077,Neutrophils
8.5294,5.1763,CD4/Tcm
6.5132,0.76991,CD4/Tem
-7.7846,4.9523,Non-Plasmablasts
3.6415,-7.2435,CD8/Tem
6.6104,0.56482,CD4/Tcm
-10.52,-3.8395,Eosinophils
-3.8641,6.2493,Non-Plasmablasts
-8.1524,6.9277,Non-Plasmablasts
-4.3345,-2.2614,Monocytes
-6.1292,4.742,Non-Plasmablasts
-5.4407,4.7062,Non-Plasmablasts
-4.176,-7.7401,NK cells
-7.5613,4.9678,Non-Plasmablasts
5.0915,8.775,CD4/Tnaive/Tn
-2.5254,0.14357,Plasmablasts
3.6927,-6.6391,CD8/Tem
2.035,-8.3376,CD8/Temra
7.4512,0.76318,CD4/Tcm
-3.2925,-8.701,NK cells
-10.857,-4.8772,Neutrophils
-4.8515,-8.0193,NK cells
5.8495,2.2033,CD4/Tcm
-8.0736,2.6852,Non-Plasmablasts
-6.5144,8.2809,Non-Plasmablasts
4.2633,-7.9037,CD8/Tem
-8.9521,-5.6863,Neutrophils
-9.9752,-4.4135,Neutrophils
7.4386,0.687,CD4/Tcm
-5.8253,7.8491,Non-Plasmablasts
-7.4402,2.3559,Non-Plasmablasts
4.7911,7.7939,CD4/Tnaive/Tn
-7.7765,2.5479,Non-Plasmablasts
7.7838,0.30791,CD4/Tem
-8.0697,2.703,Non-Plasmablasts
-4.1789,-1.1673,Monocytes
-4.3778,-8.6128,NK cells
-7.1363,6.2858,Non-Plasmablasts
2.7938,-7.9501,CD8/Tcm
5.5695,-9.4701,CD8/Tcm
-7.0404,6.5318,Non-Plasmablasts
2.9364,-7.4501,CD8/Tem
5.185,2.6549,CD4/Tcm
-10.573,-3.5471,Neutrophils
-7.6669,7.9672,Non-Plasmablasts
7.8099,0.42997,CD4/Tem
-10.583,-4.0143,Neutrophils
9.7776,1.5916,CD4/Tem
5.3471,-8.081,CD8/Tem
-7.4707,6.4368,Non-Plasmablasts
5.3226,0.32482,CD4/Tem
2.8386,-7.3566,CD8/Tem
-9.4121,-4.2893,Neutrophils
-6.5268,3.9799,Non-Plasmablasts
-3.8192,-8.9016,NK cells
-5.6768,4.2184,Non-Plasmablasts
-6.5051,7.0099,Non-Plasmablasts
-10.859,-6.0845,Neutrophils
-10.343,-5.6085,Neutrophils
-7.5361,6.0415,Non-Plasmablasts
-3.9327,-9.0451,NK cells
-4.223,6.8444,Non-Plasmablasts
-6.4098,5.8786,Non-Plasmablasts
-4.4277,-8.6004,NK cells
-5.1337,6.0877,Non-Plasmablasts
-7.4099,6.3309,Non-Plasmablasts
-8.266,6.2143,Non-Plasmablasts
-1.9561,1.8138,Plasmablasts
-9.586,-3.9081,Neutrophils
3.8211,-7.5931,CD8/Tem
-6.385,5.4495,Non-Plasmablasts
1.6806,-6.8963,CD8/Temra
-7.881,3.1648,Non-Plasmablasts
-10.624,-3.4177,Neutrophils
-4.341,6.1214,Non-Plasmablasts
-4.0768,6.28,Non-Plasmablasts
5.2667,2.2889,CD4/Tcm
-2.1724,1.4265,Plasmablasts
3.6103,-8.3709,CD8/Temra
5.9602,-6.6376,CD8/Tem
3.7876,-12.556,CD8/Tnaive/Tn
3.9398,1.8459,CD4/Tcm
-7.6295,2.1022,Non-Plasmablasts
-4.2986,-9.0157,NK cells
8.6503,5.2809,CD4/Tcm
-4.7183,5.6083,Non-Plasmablasts
-3.9686,-7.9099,NK cells
-6.1214,4.9396,Non-Plasmablasts
-7.0523,4.0869,Non-Plasmablasts
-7.7971,1.6428,Non-Plasmablasts
5.6906,-7.7991,CD8/Tem
-7.1034,3.1844,Non-Plasmablasts
6.6816,7.8773,CD4/Tnaive/Tn
-7.2422,3.4621,Non-Plasmablasts
3.1848,-8.1356,CD8/Temra
-5.4781,7.2108,Non-Plasmablasts
-2.3007,0.39171,Non-Plasmablasts
-4.4603,-9.1808,NK cells
5.4867,-6.7737,CD8/Tem
3.1874,-8.0803,CD8/Tem
-7.7164,7.5813,Non-Plasmablasts
4.3702,-6.8362,CD8/Tem
4.3986,0.11411,CD4/Tem
4.1062,-12.503,CD8/Tnaive/Tn
5.919,3.9974,CD4/Tcm
4.4481,0.46994,CD4/Tem
3.0654,-12.236,CD8/Tnaive/Tn
5.495,0.70065,CD4/Tem
6.2345,0.1736,CD4/Tem
-6.158,5.2972,Non-Plasmablasts
-6.2898,5.0261,Non-Plasmablasts
3.6007,-7.7182,CD8/Tem
-6.6804,5.9519,Non-Plasmablasts
-6.4087,5.8454,Non-Plasmablasts
5.1318,0.055063,CD4/Tem
-9.4084,-4.217,Neutrophils
-10.536,-5.5679,Neutrophils
-3.0584,-5.3676,NK cells
-4.2896,-8.8508,NK cells
-5.2795,4.5665,Non-Plasmablasts
-6.3244,5.9334,Non-Plasmablasts
5.0482,2.311,CD4/Tcm
-7.3894,7.4434,Non-Plasmablasts
-5.4722,5.6072,Non-Plasmablasts
-2.5671,-8.3795,NK cells
3.342,1.1486,CD4/Tem
-3.1014,-8.103,NK cells
6.7595,1.0351,CD4/Tcm
-7.654,2.6912,Non-Plasmablasts
-4.1726,-1.8423,Monocytes
-8.6009,3.1759,Non-Plasmablasts
4.5608,8.8915,CD4/Tnaive/Tn
4.5481,-11.57,CD8/Tnaive/Tn
-2.1191,1.4738,Plasmablasts
3.9957,-7.3157,CD8/Tem
-5.8499,7.0265,Non-Plasmablasts
-7.0493,7.4719,Non-Plasmablasts
-7.8154,2.3445,Non-Plasmablasts
4.7588,1.4368,CD4/Tem
3.0785,-6.7573,CD8/Tem
-4.2201,-7.5783,NK cells
-3.7792,-5.5991,NK cells
-10.175,-5.8041,Neutrophils
9.1578,1.1607,CD4/Tem
-2.9863,-9.3456,NK cells
-4.4333,-2.447,Monocytes
-4.8118,6.2578,Non-Plasmablasts
-11.115,-5.1043,Neutrophils
-11.055,-5.3389,Neutrophils
-6.4351,2.7721,Non-Plasmablasts
-7.4573,2.7199,Non-Plasmablasts
-2.6864,-8.219,NK cells
-1.0642,1.3629,Plasmablasts
-10.624,-3.5613,Neutrophils
7.3897,0.38038,CD4/Tem
-8.9752,-5.3655,Neutrophils
-8.9928,-6.2558,Neutrophils
-9.1671,-6.8143,Neutrophils
-8.0592,4.0214,Non-Plasmablasts
2.7107,-7.016,CD8/Tnaive/Tn
-8.3661,3.6766,Non-Plasmablasts
-7.6821,4.5012,Non-Plasmablasts
-6.205,4.8619,Non-Plasmablasts
-4.8035,6.7811,Non-Plasmablasts
-5.0946,-2.584,Monocytes
-1.8257,1.5787,Plasmablasts
4.5686,2.529,CD4/Tcm
5.2271,-6.941,CD8/Tem
4.4407,-12.922,CD8/Tnaive/Tn
-5.8303,4.356,Non-Plasmablasts
-4.9988,-2.8127,Monocytes
-1.7787,1.6684,Plasmablasts
2.1483,-6.8378,CD8/Temra
-2.1959,1.1044,Plasmablasts
-1.644,1.6421,DCs
5.0262,1.3664,CD4/Tem
-6.8917,3.7579,Non-Plasmablasts
9.428,1.8556,CD4/Tem
2.7371,-7.6731,CD8/Tem
-7.9389,6.0251,Non-Plasmablasts
9.0656,4.0228,CD4/Tcm
-10.208,-5.145,Neutrophils
2.3594,-8.274,CD8/Tem
-6.6892,7.4271,Non-Plasmablasts
-9.0748,-6.1812,Neutrophils
8.0582,0.30847,CD4/Tem
3.8391,3.4902,CD4/Tcm
9.9836,4.2036,CD4/Tcm
4.3452,-8.2408,CD8/Tem
-10.367,-4.4608,Neutrophils
-6.3568,3.7177,Non-Plasmablasts
-3.3062,-8.9366,NK cells
-10.99,-3.9177,Neutrophils
-6.2354,2.611,Non-Plasmablasts
5.4693,8.491,CD4/Tnaive/Tn
5.5582,0.64112,CD4/Tem
-7.4795,6.5613,Non-Plasmablasts
-3.2151,-8.1298,NK cells
5.0656,1.6068,CD4/Tem
-4.4571,-9.0882,NK cells
-3.7135,-5.3027,NK cells
-6.448,7.248,Non-Plasmablasts
7.476,0.77458,CD4/Tcm
-8.0936,6.2815,Non-Plasmablasts
3.9899,-6.5441,CD8/Temra
-7.8174,2.7427,Non-Plasmablasts
-5.4131,4.6179,Non-Plasmablasts
-2.2886,-8.3623,NK cells
-6.3252,7.0817,Non-Plasmablasts
7.0278,0.70258,CD4/Tem
4.6109,-13.421,CD8/Tnaive/Tn
-7.6641,2.9389,Non-Plasmablasts
-7.33,3.3194,Non-Plasmablasts
-7.8555,4.3917,Non-Plasmablasts
8.4868,3.6015,CD4/Tcm
-4.9893,6.0467,Non-Plasmablasts
-5.58,7.1509,Non-Plasmablasts
5.0043,1.3684,CD4/Tem
7.45,0.97782,CD4/Tcm
-4.6206,-7.8481,NK cells
-7.1489,2.8578,Non-Plasmablasts
-1.8671,1.4881,Plasmablasts
3.4581,-11.015,CD8/Tnaive/Tn
-9.2333,-1.7828,Neutrophils
-7.6826,5.9656,Non-Plasmablasts
4.8769,-10.571,CD8/Tcm
8.3786,0.56048,CD4/Tem
-3.6018,-7.8476,NK cells
-8.5373,5.8387,Non-Plasmablasts
5.9581,-6.7281,CD8/Tem
5.8831,2.1042,CD4/Tcm
3.4518,-11.004,CD8/Tnaive/Tn
7.2565,0.53415,CD4/Tcm
0.93059,-7.858,CD8/Temra
-2.7242,-6.5858,NK cells
-8.0981,2.4692,Non-Plasmablasts
-7.9353,3.7031,Non-Plasmablasts
-2.3643,-8.4517,NK cells
-7.3632,3.4908,Non-Plasmablasts
-2.9476,-8.7156,NK cells
3.475,-9.6239,CD8/Temra
-7.2744,5.8096,Non-Plasmablasts
-6.2769,5.1694,Non-Plasmablasts
4.5821,-8.2669,CD8/Tem
-3.8977,-7.6648,NK cells
-4.6088,7.8177,Non-Plasmablasts
-9.3397,-4.0044,Neutrophils
4.333,2.8446,CD4/Tcm
4.7688,4.0807,CD4/Tcm
10.018,3.4909,CD4/Tcm
-10.357,-6.6982,Neutrophils
-2.6744,0.35823,Plasmablasts
-2.405,-6.467,NK cells
-7.1424,2.5423,Non-Plasmablasts
-3.526,-9.491,NK cells
1.9574,-6.8453,CD8/Tem
-3.4674,-6.1956,NK cells
-7.1493,5.6608,Non-Plasmablasts
4.3088,2.916,CD4/Tcm
-7.9998,7.269,Non-Plasmablasts
-5.1173,7.8419,Non-Plasmablasts
4.2513,-12.896,CD8/Tnaive/Tn
-2.91,-5.6117,NK cells
-3.9985,-9.0363,NK cells
-6.5146,0.3972,Plasmablasts
4.0082,-12.574,CD8/Tnaive/Tn
-7.0252,5.5748,Non-Plasmablasts
6.7137,8.1911,CD4/Tnaive/Tn
10.424,4.2671,CD4/Tem
2.418,-7.7253,CD8/Tem
6.5566,1.7973,CD4/Tcm
2.6212,-12.1,CD8/Tnaive/Tn
-2.6066,-9.1287,NK cells
-9.3955,-4.3452,Neutrophils
1.1755,-7.352,CD8/Tnaive/Tn-like
-3.6627,-6.6059,NK cells
5.6785,6.7751,CD4/Tnaive/Tn
-7.5438,6.6187,Non-Plasmablasts
-8.2896,6.0925,Non-Plasmablasts
-4.0172,-8.2319,NK cells
-7.8073,3.6978,Non-Plasmablasts
2.1653,-8.4125,CD8/Temra
-4.3123,7.0205,Non-Plasmablasts
8.8458,5.0887,CD4/Tcm
-2.8662,-9.168,NK cells
4.5705,-7.5106,CD8/Tem
-3.3623,-7.1483,NK cells
3.5027,0.68429,CD4/Tem
6.9754,7.1836,CD4/Tcm
-6.3038,6.4701,Non-Plasmablasts
3.7754,-11.894,CD8/Tnaive/Tn
-6.5417,2.5873,Non-Plasmablasts
-4.0156,-8.0249,NK cells
4.9635,-7.3198,CD8/Tem
4.0741,-6.6819,CD8/Tem
8.9003,1.1012,CD4/Tem
-3.0575,-6.717,Immature granulocytes
-6.65,5.9704,Non-Plasmablasts
-8.0757,5.3901,Non-Plasmablasts
2.7917,-7.1355,CD8/Temra
-7.2447,6.9053,Non-Plasmablasts
-4.562,-2.6044,Monocytes
-7.3948,4.5603,Non-Plasmablasts
-9.3773,-4.4861,Neutrophils
-5.2206,5.9537,Non-Plasmablasts
-6.8029,4.377,Non-Plasmablasts
-3.8829,-9.1191,NK cells
-6.2274,5.5673,Non-Plasmablasts
-5.1333,8.0253,Non-Plasmablasts
4.7718,1.3141,CD4/Tem
5.3076,-6.3631,CD8/Tem
-4.6032,6.1909,Non-Plasmablasts
2.6247,-8.1825,CD8/Temra
-1.893,0.19823,Plasmablasts
4.0736,-8.0738,CD8/Tem
5.3956,-6.2552,CD8/Tem
-5.9579,3.085,Non-Plasmablasts
5.667,5.1093,CD4/Tcm
-7.4039,3.67,Non-Plasmablasts
-10.501,-5.9127,Neutrophils
4.5452,-7.7723,CD8/Tem
2.7931,-11.893,CD8/Tnaive/Tn
5.2435,-6.1318,CD8/Tem
4.1574,-10.977,CD8/Tnaive/Tn
-7.9342,4.3765,Non-Plasmablasts
-4.5413,5.6676,Non-Plasmablasts
-1.0206,1.6695,Plasmablasts
-10.541,-3.866,Neutrophils
-10.222,-4.9546,Neutrophils
-5.5202,7.3939,Non-Plasmablasts
-6.7335,2.7124,Non-Plasmablasts
-7.0151,2.997,Non-Plasmablasts
1.898,-8.7535,CD8/Tnaive/Tn-like
4.6071,-12.827,CD8/Tnaive/Tn
-7.0164,2.4633,Non-Plasmablasts
8.356,1.1507,CD4/Tem
8.4154,5.9947,CD4/Tcm
-2.9209,-8.8006,NK cells
2.2179,-8.2418,CD8/Temra
-9.1069,-6.1901,Neutrophils
-6.315,8.4173,Non-Plasmablasts
10.151,4.0625,CD4/Tem
-6.4371,4.0515,Non-Plasmablasts
6.0757,6.9238,CD4/Tnaive/Tn
-5.7614,6.4575,Non-Plasmablasts
3.5101,-11.029,CD8/Tnaive/Tn
9.1202,1.3364,CD4/Tem
-4.2191,-8.8299,NK cells
4.1848,-10.807,CD8/Tcm
4.59,3.0236,CD4/Tcm
-9.0967,-4.8308,Neutrophils
-6.9086,7.5206,Non-Plasmablasts
-7.8177,2.9281,Non-Plasmablasts
9.8427,2.993,CD4/Tem
-5.4399,5.8216,Non-Plasmablasts
-7.0224,2.344,Non-Plasmablasts
4.6254,3.0598,CD4/Tcm
-8.0395,3.5696,Non-Plasmablasts
-4.8366,-7.9314,NK cells
-5.7407,4.6866,Non-Plasmablasts
-7.4533,3.7478,Non-Plasmablasts
5.3337,0.84994,CD4/Tcm
-5.7115,-2.357,Monocytes
-6.2281,6.3034,Non-Plasmablasts
-4.266,7.1828,Non-Plasmablasts
-9.8483,-5.2396,Neutrophils
-10.499,-3.1265,Neutrophils
-2.7537,-2.6612,Monocytes
1.4246,-7.637,CD8/Temra
-2.7196,-9.285,NK cells
-3.2257,-9.3551,NK cells
2.3591,-8.1472,CD8/Tem
8.1797,6.3195,CD4/Tcm
-6.7021,0.72112,Plasmablasts
3.1069,-11.346,CD8/Tnaive/Tn
-6.4925,6.7968,Non-Plasmablasts
-10.143,-6.0276,Neutrophils
-7.2772,4.9935,Non-Plasmablasts
-7.809,6.5328,Non-Plasmablasts
-6.3894,7.1116,Immature granulocytes
3.3299,-12.176,CD8/Tnaive/Tn
3.29,-11.563,CD8/Tnaive/Tn
-2.6167,-9.2043,NK cells
-3.7463,-6.8627,NK cells
3.0762,-6.7451,CD8/Tem
5.3701,0.68745,CD4/Tem
-5.0892,5.3531,Non-Plasmablasts
2.8227,-12.768,CD8/Tnaive/Tn
-7.3101,1.5568,Non-Plasmablasts
7.6448,0.55677,CD4/Tcm
-8.1028,3.4628,Non-Plasmablasts
-7.8027,4.505,Non-Plasmablasts
-6.9347,2.6542,Non-Plasmablasts
-8.3274,6.2857,Non-Plasmablasts
-10.637,-3.443,Neutrophils
6.4255,0.82381,CD4/Tcm
3.6627,-9.4699,CD8/Temra
-7.5764,7.1983,Non-Plasmablasts
-8.1082,2.3097,Non-Plasmablasts
4.1833,-7.974,CD8/Tem
-6.5573,5.2365,Non-Plasmablasts
3.6665,-9.2743,CD8/Tem
-1.919,0.46358,Plasmablasts
-5.4825,6.0738,Non-Plasmablasts
-5.1134,-1.8565,Monocytes
-2.3757,0.30885,Plasmablasts
-1.4312,1.0289,Plasmablasts
5.4325,-7.4562,CD8/Tem
-6.04,7.991,Non-Plasmablasts
-2.0423,-2.8627,DCs
2.735,-7.4263,CD8/Temra
5.592,-7.9799,CD8/Tem
5.3299,-6.1502,CD8/Tem
7.5494,0.76711,CD4/Tem
-2.2379,0.18876,DCs
-7.195,6.7338,Non-Plasmablasts
-5.8631,3.8118,Non-Plasmablasts
-8.2091,3.1097,Non-Plasmablasts
-10.767,-4.1455,Neutrophils
5.8484,1.925,CD4/Tcm
2.884,-8.0543,CD8/Tcm
-3.0708,-8.1801,NK cells
5.7788,-6.7953,CD8/Tem
2.2447,-7.6997,CD8/Tem
3.566,-12.462,CD8/Tnaive/Tn
-6.496,5.5839,Non-Plasmablasts
-8.1612,4.008,Non-Plasmablasts
4.0586,-7.8052,CD8/Tem
-4.1898,-9.1836,NK cells
-8.4101,4.8914,Non-Plasmablasts
2.5029,-7.6289,CD8/Tem
-9.9405,-5.2322,Neutrophils
4.2935,-6.9006,CD8/Tem
4.0241,-12.739,CD8/Tnaive/Tn
-6.1232,5.7961,Non-Plasmablasts
4.698,0.16672,CD4/Tem
-2.0693,0.49174,DCs
-7.6866,3.0436,Non-Plasmablasts
-7.23,3.9242,Non-Plasmablasts
4.6956,-7.1375,CD8/Tem
-9.2485,-5.3169,Neutrophils
-2.0841,2.0507,Plasmablasts
-4.5243,6.9621,Non-Plasmablasts
-6.3896,5.1236,Non-Plasmablasts
3.2806,-11.561,CD8/Tnaive/Tn
6.7437,6.9189,CD4/Tnaive/Tn
-6.7112,6.8762,Non-Plasmablasts
-3.8955,6.0529,Non-Plasmablasts
-4.1268,6.291,Non-Plasmablasts
-7.8885,3.2058,Non-Plasmablasts
4.4746,-11.418,CD8/Tnaive/Tn
-10.418,-5.6888,Neutrophils
-10.179,-4.6913,Eosinophils
3.8262,1.6099,CD4/Tcm
2.6755,-12.372,CD8/Tnaive/Tn-like
-1.592,-5.3325,NK cells
-2.0396,1.7343,Plasmablasts
-4.6365,5.8588,Non-Plasmablasts
4.0157,-7.3196,CD8/Tem
6.1565,2.0096,CD4/Tcm
-6.2988,4.2983,Non-Plasmablasts
-10.35,-3.5374,Neutrophils
4.431,1.3399,CD4/Tcm
-3.3595,-8.0396,NK cells
-3.6366,-8.7024,NK cells
1.4543,-7.6362,CD8/Temra
-5.5028,-2.5807,Monocytes
-7.2208,2.7422,Non-Plasmablasts
-10.691,-5.4044,Neutrophils
-5.709,7.0764,Non-Plasmablasts
-10.232,-4.1304,Neutrophils
-4.587,-2.8343,Monocytes
4.9519,-7.6628,CD8/Tem
-5.6765,7.4884,Non-Plasmablasts
-5.4829,7.2585,Non-Plasmablasts
-5.8898,7.6895,Non-Plasmablasts
6.6228,0.67061,CD4/Tcm
-6.2589,7.0008,Non-Plasmablasts
-5.966,3.8597,Non-Plasmablasts
-6.9316,6.6064,Non-Plasmablasts
-9.8371,-4.785,Neutrophils
4.3914,-8.3596,CD8/Tem
-3.4196,-8.1102,NK cells
-2.8037,-5.5926,NK cells
-10.508,-6.3514,Neutrophils
-3.7918,-8.4796,NK cells
4.1014,-8.0082,CD8/Tem
3.477,1.8418,CD4/Tcm
-6.3747,6.8096,Non-Plasmablasts
-6.5278,5.6673,Non-Plasmablasts
-7.6612,5.1329,Non-Plasmablasts
6.8665,2.1463,CD4/Tcm
-7.1946,6.1998,Non-Plasmablasts
4.1548,-6.859,CD8/Tem
-3.3598,-7.7444,NK cells
-2.592,0.93426,Plasmablasts
3.2464,1.288,CD4/Tcm
-10.525,-5.5728,Neutrophils
1.0865,-6.9133,CD8/Tcm
-6.5251,5.5786,Non-Plasmablasts
1.5864,-7.8457,CD8/Temra
3.4931,-13.165,CD8/Tnaive/Tn
1.6955,-7.0547,CD8/Temra
-9.3978,-4.8558,Neutrophils
-10.429,-4.9729,Neutrophils
-8.7996,6.4338,Non-Plasmablasts
4.4147,-7.3435,CD8/Tem
2.7741,-12.153,CD8/Tnaive/Tn
2.0149,-7.7487,CD8/Tem
-5.6767,5.1151,Non-Plasmablasts
-3.1296,-9.4264,NK cells
-6.9166,1.0016,Non-Plasmablasts
2.7834,-12.178,CD8/Tnaive/Tn
10.302,4.1991,CD4/Tem
-6.9224,3.6351,Non-Plasmablasts
-3.2585,-1.4806,CD4/Tcm
-4.8831,5.8611,Non-Plasmablasts
-2.7131,-9.1611,NK cells
-4.8944,6.6847,Non-Plasmablasts
-5.077,5.3164,Non-Plasmablasts
-10.487,-4.2265,Neutrophils
-7.2511,2.4915,Non-Plasmablasts
-3.8907,-8.9775,NK cells
-6.6036,6.2182,Non-Plasmablasts
-3.1941,-8.1595,NK cells
8.6351,4.3257,CD4/Tcm
-10.545,-5.0047,Neutrophils
1.7905,-7.0357,CD8/Temra
-3.6064,-9.5545,NK cells
3.6425,1.1012,CD4/Tem
5.4095,-6.3523,CD8/Tem
-3.3947,-8.186,NK cells
-7.6446,6.6974,Non-Plasmablasts
-7.3295,6.455,Non-Plasmablasts
-3.0945,-5.877,Immature granulocytes
-6.2982,2.9816,Non-Plasmablasts
9.6969,2.4445,CD4/Tcm
4.9833,-8.3518,CD8/Tem
5.8367,8.3011,CD4/Tnaive/Tn
-7.2981,5.7132,Non-Plasmablasts
-6.1691,3.3816,Non-Plasmablasts
-2.9036,-8.8541,NK cells
8.8964,5.7647,CD4/Tcm
6.7246,1.2868,CD4/Tcm
-5.6704,6.8795,Non-Plasmablasts
8.8552,4.7149,CD4/Tcm
4.2415,-12.378,CD8/Tnaive/Tn
-7.0425,2.2219,Non-Plasmablasts
-4.2187,-8.5399,NK cells
4.5181,7.8049,CD4/Tnaive/Tn
-10.739,-3.6818,Neutrophils
-2.9764,-8.3231,NK cells
5.0529,-7.1972,CD8/Tem
-7.2451,3.8317,Non-Plasmablasts
-3.9994,-8.4823,NK cells
-7.4471,2.9815,Non-Plasmablasts
-8.9259,-1.5301,Non-Plasmablasts
3.8826,0.66672,CD4/Tcm
-8.1358,4.0103,Non-Plasmablasts
-10.513,-3.2206,Neutrophils
-2.859,-5.7564,NK cells
-6.9755,3.0134,Non-Plasmablasts
3.336,1.5682,CD4/Tcm
-7.5172,2.184,Non-Plasmablasts
-8.9762,-6.0803,Neutrophils
-6.3227,7.5913,Non-Plasmablasts
-7.7022,3.573,Non-Plasmablasts
-2.724,-8.7651,NK cells
-7.9496,6.0948,Non-Plasmablasts
-6.6504,3.4544,Non-Plasmablasts
-4.1457,6.2077,Non-Plasmablasts
2.2375,-8.2234,CD8/Temra
7.7841,0.17042,CD4/Tem
-4.7709,7.637,Non-Plasmablasts
-6.021,5.5544,Non-Plasmablasts
-5.4286,7.1027,Non-Plasmablasts
-2.1977,0.69101,Plasmablasts
10.031,3.1191,CD4/Tcm
1.4334,-8.5254,CD8/Temra
-4.1788,-6.3735,NK cells
7.7511,5.7488,CD4/Tcm
4.3342,-7.086,CD8/Tem
-2.8942,-6.8841,Immature granulocytes
-6.0448,7.0543,Non-Plasmablasts
8.7287,1.8969,CD4/Tcm
8.7949,4.9302,CD4/Tcm
-5.2064,7.9028,Non-Plasmablasts
3.0504,-11.381,CD8/Tnaive/Tn
1.3992,-8.0152,CD8/Temra
-10.694,-4.9033,Neutrophils
1.8954,-8.0453,CD8/Tem
4.8705,-0.19082,CD4/Tem
5.6868,8.51,CD4/Tnaive/Tn
-3.0673,-8.7569,NK cells
2.0595,-7.7305,CD8/Tem
-5.0078,5.8694,Non-Plasmablasts
5.9784,5.6099,CD4/Tcm
-2.5864,-9.1738,NK cells
-10.492,-3.844,Neutrophils
-3.99,-7.3865,NK cells
4.9047,2.2163,CD4/Tcm
3.7341,-7.5125,CD8/Tem
4.2042,-8.5951,CD8/Tem
5.4276,-7.4803,CD8/Tem
1.944,-6.8577,NK cells
-2.2462,0.14949,Plasmablasts
-6.5617,1.9217,Non-Plasmablasts
-5.5445,6.715,Non-Plasmablasts
1.9826,-6.7901,CD8/Tem
-9.756,-4.3695,Neutrophils
-3.9125,-8.8567,NK cells
5.2246,0.76042,CD4/Tem
2.6313,-8.3213,CD8/Temra
3.779,-8.2782,CD8/Tem
4.3119,0.51716,CD4/Tem
4.3332,0.72247,CD4/Tem
-7.7083,3.0352,Non-Plasmablasts
-8.1147,3.2483,Non-Plasmablasts
7.7212,0.5897,CD4/Tcm
4.3066,0.58581,CD4/Tem
-3.6844,-5.3202,NK cells
3.3387,-12.726,CD8/Tnaive/Tn
6.3866,0.064762,CD4/Tem
5.0031,-5.9526,CD8/Tem
5.317,4.8806,CD4/Tcm
-6.7514,4.3909,Non-Plasmablasts
3.5126,-11.447,CD8/Tnaive/Tn
-6.8125,3.2959,Non-Plasmablasts
5.5,-7.097,CD8/Tem
-4.6762,7.6168,Non-Plasmablasts
-4.222,-8.9058,NK cells
4.9214,-8.1272,CD8/Tem
-5.0441,5.6141,Non-Plasmablasts
-4.5116,-7.9619,NK cells
-2.3541,1.7647,Plasmablasts
-4.149,6.8386,Non-Plasmablasts
-5.8747,5.9147,Non-Plasmablasts
-6.0527,6.2551,Non-Plasmablasts
-3.6263,-5.744,NK cells
-6.3267,6.7727,Non-Plasmablasts
-2.7617,-8.5002,NK cells
3.0162,-6.7678,CD8/Tem
-4.8689,7.5125,Non-Plasmablasts
2.8207,-7.7563,CD8/Tem
1.4124,-6.5263,CD8/Temra
-6.3394,4.6247,Non-Plasmablasts
-6.9348,4.2786,Non-Plasmablasts
-2.4191,-8.7905,NK cells
1.0544,-7.2014,CD8/Tem
-8.2663,6.4767,Non-Plasmablasts
10.453,4.085,CD4/Tem
-6.6669,2.8019,Non-Plasmablasts
-3.204,-6.0312,NK cells
6.1888,7.8339,CD4/Tnaive/Tn
-7.5778,7.2325,Non-Plasmablasts
-7.5424,6.2418,Non-Plasmablasts
6.2264,3.8655,CD4/Tcm
-5.9763,5.3693,Non-Plasmablasts
4.471,1.6787,CD4/Tcm
5.1959,3.1944,CD4/Tcm
4.9235,1.5644,CD4/Tem
1.752,-8.5793,CD8/Temra
-3.3507,-9.0196,NK cells
4.2222,-11.898,CD8/Tnaive/Tn
-10.813,-4.6825,Neutrophils
-2.2361,2.1908,Plasmablasts
-2.7892,-5.4663,NK cells
-5.5924,5.6302,Non-Plasmablasts
4.5483,-11.255,CD8/Tnaive/Tn
-7.4752,1.9648,Non-Plasmablasts
-10.597,-4.3954,Neutrophils
4.1146,-7.4534,CD8/Tem
-2.2814,1.8912,Plasmablasts
4.2375,-8.0415,CD8/Tem
-10.185,-4.9372,Neutrophils
3.313,-6.8389,CD8/Tem
-5.7546,6.0457,Non-Plasmablasts
4.5852,0.081657,CD4/Tem
-4.5379,6.7085,Non-Plasmablasts
